document_name,section,original_text,action,rewritten_text,reason,market_signal,confidence
Microcurrículos V5_Electiva Innovación Tecnológica y Transformación Digital de las Empresas.docx,MEDIOS EDUCATIVOS,"Bibliografía específica recomendada
Clark, T., Osterwalder, A. y Pigneur, Y. (2012). Tu modelo de negocio. Barcelona: Deusto.
De la Peña, J. y Cabezas, M. (2015). La gran oportunidad: claves para liderar la transformación digital en las empresas y en la economía. Barcelona: Gestión 2000.
Morote, J. P., Serrano, G. L. e Hidalgo, A. (2014). La gestión de la innovación y la tecnología en las organizaciones. Madrid: Ediciones Pirámide.
Project Management Institute (2017). Guía de los Fundamentos para la Dirección de Proyectos (Guía del PMBOK®) (6ª ed.). Atlanta: PMI Publications.
Ries, E. (2012). El método Lean Startup: Cómo crear empresas de éxito utilizando la innovación continua. Barcelona: Grupo Planeta (GBS).
Rogers, D. L. (2016). The Digital Transformation Playbook: Rethink your Business for the Digital Age. Nueva York: Columbia University Press.
Sabbagh, A. y Mackinlay, M. (2011). El método de innovación creativa: un sistema para generar ideas y transformarlas en proyectos sustentables. Buenos Aires: Ediciones Granica.
PERFIL DEL DOCENTE DE LA ASIGNATURA | PERFIL DEL DOCENTE DE LA ASIGNATURA
Característica | Descripción
Conocimientos (con evidencia de títulos en el área de  | Administrador de empresas, ingeniero industrial, Ingeniero de Sistemas o afines. Posgrado en administración o afines, en ingeniería de sistemas o afines, o MBA.
Experiencia docente  | Experiencia mínima de un (1) año en docencia universitaria y en manejo de medios y mediaciones tecnológicas virtuales
Experiencia profesional en el área de |
Experiencia Investigativa | NA
Experiencia con el sector externo | NA",actualizar,"Bibliografía específica recomendada
Clark, T., Osterwalder, A. y Pigneur, Y. (2012). Tu modelo de negocio. Barcelona: Deusto.
De la Peña, J. y Cabezas, M. (2015). La gran oportunidad: claves para liderar la transformación digital en las empresas y en la economía. Barcelona: Gestión 2000.
Morote, J. P., Serrano, G. L. e Hidalgo, A. (2014). La gestión de la innovación y la tecnología en las organizaciones. Madrid: Ediciones Pirámide.
Project Management Institute (2017). Guía de los Fundamentos para la Dirección de Proyectos (Guía del PMBOK®) (6ª ed.). Atlanta: PMI Publications.
Ries, E. (2012). El método Lean Startup: Cómo crear empresas de éxito utilizando la innovación continua. Barcelona: Grupo Planeta (GBS).
Rogers, D. L. (2016). The Digital Transformation Playbook: Rethink your Business for the Digital Age. Nueva York: Columbia University Press.
Sabbagh, A. y Mackinlay, M. (2011). El método de innovación creativa: un sistema para generar ideas y transformarlas en proyectos sustentables. Buenos Aires: Ediciones Granica.
PERFIL DEL DOCENTE DE LA ASIGNATURA | PERFIL DEL DOCENTE DE LA ASIGNATURA
Característica | Descripción
Conocimientos (con evidencia de títulos en el área de  | Administrador de empresas, ingeniero industrial, Ingeniero de Sistemas o afines. Posgrado en administración o afines, en ingeniería de sistemas o afines, o MBA.
Experiencia docente  | Experiencia mínima de un (1) año en docencia universitaria y en manejo de medios y mediaciones tecnológicas virtuales
Experiencia profesional en el área de |
Experiencia Investigativa | NA
Experiencia con el sector externo | NA
Datasets de práctica, notebooks o herramientas de analítica visual según disponibilidad institucional.
Recursos digitales para documentación, visualización, gobierno o procesamiento de datos según el foco de la asignatura.",Se incorporan recursos educativos coherentes con analítica aplicada y trabajo práctico.,"vigilancia tecnológica, inteligencia competitiva, transformación digital",0.86
Microcurrículos V5_Electiva Innovación Tecnológica y Transformación Digital de las Empresas.docx,PERFIL DEL DOCENTE DE LA ASIGNATURA,,profundizar,"Experiencia demostrable en proyectos aplicados de analítica, inteligencia de negocio, gobierno de datos o big data relacionados con el foco de la asignatura.",Se sugiere perfil docente alineado con práctica profesional y pertinencia laboral.,"vigilancia tecnológica, inteligencia competitiva, transformación digital",0.86
Microcurrículos V5_Fundamentos tecnológicos para el tratamiento de datos.docx,DESCRIPCIÓN DE LA ASIGNATURA,"Esta asignatura está centrada en los fundamentos de tecnología de información y bases de datos necesarios con el fin de comprender las soluciones de inteligencia de básicos para interactuar apropiadamente con perfiles técnicos y equipos de proyecto de inteligencia de negocio.
La asignatura está dedicada a la infraestructura de la tecnología de la información y los fundamentos de la inteligencia de negocios. Se incluyen temas dedicados a los componentes principales de una infraestructura de la tecnología de la información (plataformas hardware,
sistemas operativos, aplicaciones empresariales), a las redes de computadores (de ámbito local, global y redes inalámbricas), a la seguridad en redes de computadores, herramientas de protección de recursos informáticos y a la computación en la nube, centrándose en los servicios disponibles e infraestructuras necesarias. El objetivo es dotar al alumno de los conocimientos básicos en esas tecnologías. Asimismo, la asignatura se centra en el estudio de las bases de datos relaciones, profundizando en el modelo relacional y los lenguajes de consulta. También se aborda el diseño de bases de datos basado en el modelo entidad-relación. El tema final proporciona una introducción a los fundamentos tecnológicos de la inteligencia de negocio, la integración de datos, el almacén de datos y el procesamiento analítico en línea. Se explicarán las diferencias entre la inteligencia de negocios y la analítica de negocios.",actualizar,"Esta asignatura está centrada en los fundamentos de tecnología de información y bases de datos necesarios con el fin de comprender las soluciones de inteligencia de básicos para interactuar apropiadamente con perfiles técnicos y equipos de proyecto de inteligencia de negocio.
La asignatura está dedicada a la infraestructura de la tecnología de la información y los fundamentos de la inteligencia de negocios. Se incluyen temas dedicados a los componentes principales de una infraestructura de la tecnología de la información (plataformas hardware,
sistemas operativos, aplicaciones empresariales), a las redes de computadores (de ámbito local, global y redes inalámbricas), a la seguridad en redes de computadores, herramientas de protección de recursos informáticos y a la computación en la nube, centrándose en los servicios disponibles e infraestructuras necesarias. El objetivo es dotar al alumno de los conocimientos básicos en esas tecnologías. Asimismo, la asignatura se centra en el estudio de las bases de datos relaciones, profundizando en el modelo relacional y los lenguajes de consulta. También se aborda el diseño de bases de datos basado en el modelo entidad-relación. El tema final proporciona una introducción a los fundamentos tecnológicos de la inteligencia de negocio, la integración de datos, el almacén de datos y el procesamiento analítico en línea. Se explicarán las diferencias entre la inteligencia de negocios y la analítica de negocios.
Se conserva la base tecnológica y se profundiza en SQL, ETL, modelado y preparación de datos para analítica.",Se actualiza la descripción para alinear la asignatura con señales actuales del mercado laboral.,"SQL, ETL, data warehousing, modelado de datos",0.86
Microcurrículos V5_Fundamentos tecnológicos para el tratamiento de datos.docx,RESULTADOS DE APRENDIZAJE,"Diseñar modelo entidad relación con base en fuentes de datos internas y externas de la empresa para el análisis y toma de decisiones.
Desarrollar las operaciones básicas del CRUD de una base de datos relacional",profundizar,"Diseñar modelo entidad relación con base en fuentes de datos internas y externas de la empresa para el análisis y toma de decisiones.
Desarrollar las operaciones básicas del CRUD de una base de datos relacional
Aplicar SQL y procesos ETL para integrar, depurar y preparar datos con fines analíticos.
Explicar fundamentos de modelado, almacenamiento y calidad de datos en soluciones BI.",Se incorporan resultados de aprendizaje observables y pertinentes frente al subdominio.,"SQL, ETL, data warehousing, modelado de datos",0.86
Microcurrículos V5_Fundamentos tecnológicos para el tratamiento de datos.docx,CONTENIDO TEMÁTICO,"Tema 1. Infraestructura de la tecnología de la información
•	Introducción y objetivos
•	Infraestructura de la tecnología de la información
•	Evolución de la infraestructura de la tecnología de la información
•	Componentes de la infraestructura de la tecnología de la información
•	Tendencias de las plataformas hardware y software
Tema 2. Computación en la nube
•	Introducción y objetivos
•	Computación en la nube
•	Tecnologías que lo hacen posible
•	Modelos de la nube
•	Infraestructura de la nube
Tema 3. Introducción a las bases de datos
•	Introducción y objetivos
•	Evolución histórica de las bases de datos y sus sistemas de gestión
•	Objetivos y funcionalidad de los SGBD
•	Arquitectura y modelos de los SGBD
•	Bases de datos vía tablas relacionadas
•	Alternativas y costo de implementación de las bases de datos en la empresa
Tema 4. Introducción al diseño de las bases de datos relacionales
•	Introducción y objetivos
•	Introducción al diseño de bases de datos
•	Estructura del modelo entidad-relación
•	Realización de un modelo E-R
•	Modelo entidad-relación
•	Diseño lógico
Tema 5. Bases de datos relacionales
•	Introducción y objetivos
•	Introducción al modelo relacional
•	Estructura del modelo relacional
•	Lenguaje SQL
Consultas SQL
• Consulta en base de datos
• Vistas y procedimientos almacenados
Tema 6. Inteligencia de negocios
• Introducción y objetivos
• Almacén de datos
• Modelado del almacén de datos y cubos de datos
• Arquitecturas OLAP
• Consultas en almacén de datos
• Conexión con herramientas de inteligencia de
negocio y lenguajes de programación
Tema 7. Telecomunicaciones y redes de computadores
• Introducción y objetivos
• Principios básicos de las telecomunicaciones y las
redes de computadores
• Redes de comunicación
• Redes inalámbricas
Tema 8. Seguridad en los sistemas de información
• Introducción y objetivos
• Seguridad en los sistemas de información
• Seguridad de la información de la empresa
• Tecnologías y herramientas para proteger los
sistemas de información
ACTIVIDADES FORMATIVAS | ACTIVIDADES FORMATIVAS
Tipo actividad formativa | Descripción
Sesiones presenciales virtuales.
Foro.
Lecciones magistrales.
Laboratorios.
Test. | Las actividades formativas de la asignatura se han elaborado con el objetivo de adaptar el proceso de aprendizaje a las diferentes capacidades, necesidades e intereses de los alumnos
EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN
Tipo de evaluación | Descripción | Instrumento de medición | Porcentaje
Evaluación continua  | Actividad 1. Crear una base de datos:
Aportar una solución tabulada para almacenar datos a un problema empresarial.
Relacionar tablas que almacenan datos. | Rúbrica de evaluación | 27%
Evaluación continua  | Actividad 2. Diseño de un esquema E-R | Rúbrica de evaluación | 27%
Evaluación continua  | Test | Test | 6%
Evaluaci
ón final | Examen final on line, de acuerdo con los parámetros establecidos | Prueba tipo Saber Pro | 40%",profundizar,"Tema 1. Infraestructura de la tecnología de la información
•	Introducción y objetivos
•	Infraestructura de la tecnología de la información
•	Evolución de la infraestructura de la tecnología de la información
•	Componentes de la infraestructura de la tecnología de la información
•	Tendencias de las plataformas hardware y software
Tema 2. Computación en la nube
•	Introducción y objetivos
•	Computación en la nube
•	Tecnologías que lo hacen posible
•	Modelos de la nube
•	Infraestructura de la nube
Tema 3. Introducción a las bases de datos
•	Introducción y objetivos
•	Evolución histórica de las bases de datos y sus sistemas de gestión
•	Objetivos y funcionalidad de los SGBD
•	Arquitectura y modelos de los SGBD
•	Bases de datos vía tablas relacionadas
•	Alternativas y costo de implementación de las bases de datos en la empresa
Tema 4. Introducción al diseño de las bases de datos relacionales
•	Introducción y objetivos
•	Introducción al diseño de bases de datos
•	Estructura del modelo entidad-relación
•	Realización de un modelo E-R
•	Modelo entidad-relación
•	Diseño lógico
Tema 5. Bases de datos relacionales
•	Introducción y objetivos
•	Introducción al modelo relacional
•	Estructura del modelo relacional
•	Lenguaje SQL
Consultas SQL
• Consulta en base de datos
• Vistas y procedimientos almacenados
Tema 6. Inteligencia de negocios
• Introducción y objetivos
• Almacén de datos
• Modelado del almacén de datos y cubos de datos
• Arquitecturas OLAP
• Consultas en almacén de datos
• Conexión con herramientas de inteligencia de
negocio y lenguajes de programación
Tema 7. Telecomunicaciones y redes de computadores
• Introducción y objetivos
• Principios básicos de las telecomunicaciones y las
redes de computadores
• Redes de comunicación
• Redes inalámbricas
Tema 8. Seguridad en los sistemas de información
• Introducción y objetivos
• Seguridad en los sistemas de información
• Seguridad de la información de la empresa
• Tecnologías y herramientas para proteger los
sistemas de información
ACTIVIDADES FORMATIVAS | ACTIVIDADES FORMATIVAS
Tipo actividad formativa | Descripción
Sesiones presenciales virtuales.
Foro.
Lecciones magistrales.
Laboratorios.
Test. | Las actividades formativas de la asignatura se han elaborado con el objetivo de adaptar el proceso de aprendizaje a las diferentes capacidades, necesidades e intereses de los alumnos
EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN
Tipo de evaluación | Descripción | Instrumento de medición | Porcentaje
Evaluación continua  | Actividad 1. Crear una base de datos:
Aportar una solución tabulada para almacenar datos a un problema empresarial.
Relacionar tablas que almacenan datos. | Rúbrica de evaluación | 27%
Evaluación continua  | Actividad 2. Diseño de un esquema E-R | Rúbrica de evaluación | 27%
Evaluación continua  | Test | Test | 6%
Evaluaci
ón final | Examen final on line, de acuerdo con los parámetros establecidos | Prueba tipo Saber Pro | 40%
SQL aplicado a consulta, transformación y validación de datos.
Procesos ETL/ELT y preparación de datos para visual analytics.
Fundamentos de data warehousing y modelado dimensional.",Se profundiza contenido pertinente sin eliminar los temas vigentes del documento original.,"SQL, ETL, data warehousing, modelado de datos",0.86
Microcurrículos V5_Fundamentos tecnológicos para el tratamiento de datos.docx,ACTIVIDADES FORMATIVAS,,actualizar,"Desarrollo de un caso aplicado con datos reales o simulados, evidencia de decisiones y sustentación ejecutiva.
Laboratorio guiado para producir un entregable verificable alineado con el foco de la asignatura.","Se agregan actividades prácticas trazables, manteniendo la orientación académica original.","SQL, ETL, data warehousing, modelado de datos",0.86
Microcurrículos V5_Fundamentos tecnológicos para el tratamiento de datos.docx,MEDIOS EDUCATIVOS,"Bibliografía básica
Cabello, M. V. N. (2010). Introducción a las bases de datos relacionales. Vision Libros.
Celma Giménez, M., Casamayor Ródenas, J. C., & Mota Herranz, L. (2003). Bases de datos relacionales. Madrid [etc.]: Prentice-Hall.
Elmasri, R., Navathe, S. B., Castillo, V. C., Pérez, G. Z., & Espiga, B. G. (2007). Fundamentos de sistemas de bases de datos (No. QA76. 9D3 E553 2007.). Pearson educación.
Joyanes Aguilar, L. (2012). Computación en la nube.
Recursos y fuentes necesarios para el desarrollo de los temas
Sql Server, My SQL, Excel
PERFIL DEL DOCENTE DE LA ASIGNATURA | PERFIL DEL DOCENTE DE LA ASIGNATURA
Característica | Descripción
Conocimientos (con evidencia de títulos en el área de  | Ingeniero de sistemas, software, informático, electrónico o profesiones afines. Con posgrado en informática, ingeniería de software, desarrollo, ingeniería o afines.
Experiencia docente  | Experiencia mínima de un (1) año en docencia universitaria y en manejo de medios y mediaciones tecnológicas virtuales
Experiencia profesional en el área de | Gestión de bases de datos
Experiencia Investigativa | NA
Experiencia con el sector externo | NA",actualizar,"Bibliografía básica
Cabello, M. V. N. (2010). Introducción a las bases de datos relacionales. Vision Libros.
Celma Giménez, M., Casamayor Ródenas, J. C., & Mota Herranz, L. (2003). Bases de datos relacionales. Madrid [etc.]: Prentice-Hall.
Elmasri, R., Navathe, S. B., Castillo, V. C., Pérez, G. Z., & Espiga, B. G. (2007). Fundamentos de sistemas de bases de datos (No. QA76. 9D3 E553 2007.). Pearson educación.
Joyanes Aguilar, L. (2012). Computación en la nube.
Recursos y fuentes necesarios para el desarrollo de los temas
Sql Server, My SQL, Excel
PERFIL DEL DOCENTE DE LA ASIGNATURA | PERFIL DEL DOCENTE DE LA ASIGNATURA
Característica | Descripción
Conocimientos (con evidencia de títulos en el área de  | Ingeniero de sistemas, software, informático, electrónico o profesiones afines. Con posgrado en informática, ingeniería de software, desarrollo, ingeniería o afines.
Experiencia docente  | Experiencia mínima de un (1) año en docencia universitaria y en manejo de medios y mediaciones tecnológicas virtuales
Experiencia profesional en el área de | Gestión de bases de datos
Experiencia Investigativa | NA
Experiencia con el sector externo | NA
Datasets de práctica, notebooks o herramientas de analítica visual según disponibilidad institucional.
Recursos digitales para documentación, visualización, gobierno o procesamiento de datos según el foco de la asignatura.",Se incorporan recursos educativos coherentes con analítica aplicada y trabajo práctico.,"SQL, ETL, data warehousing, modelado de datos",0.86
Microcurrículos V5_Fundamentos tecnológicos para el tratamiento de datos.docx,PERFIL DEL DOCENTE DE LA ASIGNATURA,,profundizar,"Experiencia demostrable en proyectos aplicados de analítica, inteligencia de negocio, gobierno de datos o big data relacionados con el foco de la asignatura.",Se sugiere perfil docente alineado con práctica profesional y pertinencia laboral.,"SQL, ETL, data warehousing, modelado de datos",0.86
Microcurrículos V5_Gestión de proyectos de inteligencia de negocio.docx,DESCRIPCIÓN DE LA ASIGNATURA,"La asignatura de Gestión de Proyectos de Inteligencia de Negocios pretende reunir todos los conocimientos adquiridos en el resto de las asignaturas para poder enseñar de forma eficiente cómo gestionar un proyecto de Inteligencia de Negocio en el mundo actual.
Esta asignatura demuestra la importancia de los datos, sus fuentes y su tratamiento como instrumento clave para el proyecto. A través de un repaso a la historia de las metodologías de transformación de negocio se conocerán las más modernas para el despliegue y la puesta en marcha de transformaciones de negocios basadas en la información obtenida de los sistemas de Inteligencia de Negocio.
Conoceremos los elementos y tecnologías de soporte necesarios para la aplicación de proyecto, así como la principal diferencia entre un proyecto de inteligencia de negocio y un proyecto de software empresarial.
Resaltaremos la importancia y las peculiaridades de un proyecto basado en datos e información, así como el proceso integral de un proyecto de inteligencia de negocio de principio a fin conociendo todos los elementos y personas incorporadas y necesarias.
Se conocerá cómo diseñar la arquitectura del proyecto ahondando en los recursos tecnológicos, el acceso a datos y definición de los indicadores y reportes a generar por el sistema.
Por último, se detallarán algunos factores determinantes del éxito a la hora de gestionar un proyecto de inteligencia de negocio y la forma de conseguirlos y se presentarán casos de implementación de proyectos que ayuden a identificar posibilitadores y frenos para su éxito.
En resumen, la asignatura pretende formar al alumno en todos los conocimientos necesarios para implementar en una organización un proyecto de Inteligencia de Negocio basado en datos de forma exitosa.",actualizar,"La asignatura de Gestión de Proyectos de Inteligencia de Negocios pretende reunir todos los conocimientos adquiridos en el resto de las asignaturas para poder enseñar de forma eficiente cómo gestionar un proyecto de Inteligencia de Negocio en el mundo actual.
Esta asignatura demuestra la importancia de los datos, sus fuentes y su tratamiento como instrumento clave para el proyecto. A través de un repaso a la historia de las metodologías de transformación de negocio se conocerán las más modernas para el despliegue y la puesta en marcha de transformaciones de negocios basadas en la información obtenida de los sistemas de Inteligencia de Negocio.
Conoceremos los elementos y tecnologías de soporte necesarios para la aplicación de proyecto, así como la principal diferencia entre un proyecto de inteligencia de negocio y un proyecto de software empresarial.
Resaltaremos la importancia y las peculiaridades de un proyecto basado en datos e información, así como el proceso integral de un proyecto de inteligencia de negocio de principio a fin conociendo todos los elementos y personas incorporadas y necesarias.
Se conocerá cómo diseñar la arquitectura del proyecto ahondando en los recursos tecnológicos, el acceso a datos y definición de los indicadores y reportes a generar por el sistema.
Por último, se detallarán algunos factores determinantes del éxito a la hora de gestionar un proyecto de inteligencia de negocio y la forma de conseguirlos y se presentarán casos de implementación de proyectos que ayuden a identificar posibilitadores y frenos para su éxito.
En resumen, la asignatura pretende formar al alumno en todos los conocimientos necesarios para implementar en una organización un proyecto de Inteligencia de Negocio basado en datos de forma exitosa.
Se refuerza la gestión de proyectos de inteligencia de negocio con indicadores, priorización de valor y gobierno de iniciativas analíticas.",Se actualiza la descripción para alinear la asignatura con señales actuales del mercado laboral.,"gobierno de proyectos analíticos, KPI, priorización, valor de negocio",0.86
Microcurrículos V5_Gestión de proyectos de inteligencia de negocio.docx,RESULTADOS DE APRENDIZAJE,"Planear los recursos y actividades necesarias para el análisis y visualización de datos en la organización.
Aplicar herramientas tecnológicas y marcos de referencia para la gestión de proyectos de inteligencia de negocio.",profundizar,"Planear los recursos y actividades necesarias para el análisis y visualización de datos en la organización.
Aplicar herramientas tecnológicas y marcos de referencia para la gestión de proyectos de inteligencia de negocio.
Formular proyectos de BI alineados con objetivos estratégicos, indicadores y generación de valor.
Priorizar iniciativas analíticas usando criterios de impacto, viabilidad, riesgos y adopción organizacional.",Se incorporan resultados de aprendizaje observables y pertinentes frente al subdominio.,"gobierno de proyectos analíticos, KPI, priorización, valor de negocio",0.86
Microcurrículos V5_Gestión de proyectos de inteligencia de negocio.docx,CONTENIDO TEMÁTICO,"Tema 1 La implementación de un proyecto de Inteligencia de Negocio
1.1. Introducción y objetivos.
1.2. La estrategia empresarial impulsa los proyectos orientado a datos.
1.3. El líder del proyecto.
1.4. Determinación de la cartera de proyectos.
1.5. Promotores, dirección y participación organizacional.
1.6. Construcción del proyecto.
1.7. Medición de los resultados del proyecto.
1.8. Promoción interna del proyecto
Tema 2 Evaluación de un proyecto de Inteligencia de Negocio
2.1. Introducción y objetivos.
2.2. Fase de descubrimiento: evaluar el entorno actual.
2.3. Fase de análisis: identificar los gaps.
2.4. Fase de recomendaciones: alcance, prioridades y presupuesto
Tema 3 Estructura de descomposición del trabajo (EDT)
3.1. Introducción y objetivos.
3.2. Definición de la EDT.
3.3. Principios para diseñar la EDT.
3.4. Múltiples EDTs para el proyecto de Inteligencia de Negocio.
3.5. Plan de arquitectura del proyecto de Inteligencia de Negocio.
3.6. Los proyectos de Inteligencia de Negocio son diferentes
Tema 4 Metodologías de proyectos
4.1. Introducción y objetivos.
4.2. La batalla de las metodologías de proyecto.
4.3. La falsa elección entre metodologías de proyecto.
4.4. Metodología híbrida para proyectos de Inteligencia de Negocio
Tema 5 Fases de un proyecto de Inteligencia de Negocio
5.1. Introducción y objetivos.
5.1. Alcance y planificación.
5.2. Definición y análisis.
5.3. Diseño y arquitectura
5.4. Construcción y prueba.
5.5. Implementación y despliegue
Tema 6 Cronograma de un Proyecto de Inteligencia de Negocio
6.1. Introducción y objetivos.
6.2. Swim lane de Inteligencia de Negocio.
6.3. Swim lane de datos y bases de datos
6.4. Swim lane de la integración de datos.
6.5. Swim lane de la infraestructura.
6.6. Swim lane de la gestión del proyecto
Tema 7 Aplicación de un proyecto de Inteligencia de Negocio
7.1. Introducción y objetivos.
7.2. Modelos de marketing relacional.
7.3. Gestión de la fuerza de ventas.
7.3. Diseño y arquitectura
7.4. Casos empresariales
Tema 8 Casos de implementación de proyectos de Inteligencia de Negocio
8.2. El caso de Google.
8.3. El cao de Facebook
8.4. El caso de Kaggle.
8.5. El caso de Cornestone
ACTIVIDADES FORMATIVAS | ACTIVIDADES FORMATIVAS
Tipo actividad formativa | Descripción
Sesiones presenciales virtuales.
Foro.
Lecciones magistrales.
Laboratorios.
Test. | Las actividades formativas de la asignatura se han elaborado con el objetivo de adaptar el proceso de aprendizaje a las diferentes capacidades, necesidades e intereses de los alumnos
EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN
Tipo de evaluación | Descripción | Instrumento de medición | Porcentaje
Evaluación continua  | Actividad 1. Mini Case AW-Bikes (I). Descubriendo el valor de la información. | Rúbrica de evaluación | 27%
Evaluación continua  | Actividad 2. Mini Case AW-Bikes (II). Convirtiendo datos en conocimiento | Rúbrica de evaluación | 27%
Evaluación continua  | Test | Test | 6%
Evaluación final | Examen final on line, de acuerdo con los parámetros establecidos | Prueba tipo Saber Pro | 40%",profundizar,"Tema 1 La implementación de un proyecto de Inteligencia de Negocio
1.1. Introducción y objetivos.
1.2. La estrategia empresarial impulsa los proyectos orientado a datos.
1.3. El líder del proyecto.
1.4. Determinación de la cartera de proyectos.
1.5. Promotores, dirección y participación organizacional.
1.6. Construcción del proyecto.
1.7. Medición de los resultados del proyecto.
1.8. Promoción interna del proyecto
Tema 2 Evaluación de un proyecto de Inteligencia de Negocio
2.1. Introducción y objetivos.
2.2. Fase de descubrimiento: evaluar el entorno actual.
2.3. Fase de análisis: identificar los gaps.
2.4. Fase de recomendaciones: alcance, prioridades y presupuesto
Tema 3 Estructura de descomposición del trabajo (EDT)
3.1. Introducción y objetivos.
3.2. Definición de la EDT.
3.3. Principios para diseñar la EDT.
3.4. Múltiples EDTs para el proyecto de Inteligencia de Negocio.
3.5. Plan de arquitectura del proyecto de Inteligencia de Negocio.
3.6. Los proyectos de Inteligencia de Negocio son diferentes
Tema 4 Metodologías de proyectos
4.1. Introducción y objetivos.
4.2. La batalla de las metodologías de proyecto.
4.3. La falsa elección entre metodologías de proyecto.
4.4. Metodología híbrida para proyectos de Inteligencia de Negocio
Tema 5 Fases de un proyecto de Inteligencia de Negocio
5.1. Introducción y objetivos.
5.1. Alcance y planificación.
5.2. Definición y análisis.
5.3. Diseño y arquitectura
5.4. Construcción y prueba.
5.5. Implementación y despliegue
Tema 6 Cronograma de un Proyecto de Inteligencia de Negocio
6.1. Introducción y objetivos.
6.2. Swim lane de Inteligencia de Negocio.
6.3. Swim lane de datos y bases de datos
6.4. Swim lane de la integración de datos.
6.5. Swim lane de la infraestructura.
6.6. Swim lane de la gestión del proyecto
Tema 7 Aplicación de un proyecto de Inteligencia de Negocio
7.1. Introducción y objetivos.
7.2. Modelos de marketing relacional.
7.3. Gestión de la fuerza de ventas.
7.3. Diseño y arquitectura
7.4. Casos empresariales
Tema 8 Casos de implementación de proyectos de Inteligencia de Negocio
8.2. El caso de Google.
8.3. El cao de Facebook
8.4. El caso de Kaggle.
8.5. El caso de Cornestone
ACTIVIDADES FORMATIVAS | ACTIVIDADES FORMATIVAS
Tipo actividad formativa | Descripción
Sesiones presenciales virtuales.
Foro.
Lecciones magistrales.
Laboratorios.
Test. | Las actividades formativas de la asignatura se han elaborado con el objetivo de adaptar el proceso de aprendizaje a las diferentes capacidades, necesidades e intereses de los alumnos
EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN | EVALUACIÓN Y CALIFICACIÓN
Tipo de evaluación | Descripción | Instrumento de medición | Porcentaje
Evaluación continua  | Actividad 1. Mini Case AW-Bikes (I). Descubriendo el valor de la información. | Rúbrica de evaluación | 27%
Evaluación continua  | Actividad 2. Mini Case AW-Bikes (II). Convirtiendo datos en conocimiento | Rúbrica de evaluación | 27%
Evaluación continua  | Test | Test | 6%
Evaluación final | Examen final on line, de acuerdo con los parámetros establecidos | Prueba tipo Saber Pro | 40%
Gobierno de proyectos analíticos y portafolio de iniciativas BI.
Indicadores, OKR/KPI y medición de valor de negocio.
Gestión del cambio, adopción y comunicación ejecutiva.",Se profundiza contenido pertinente sin eliminar los temas vigentes del documento original.,"gobierno de proyectos analíticos, KPI, priorización, valor de negocio",0.86
Microcurrículos V5_Gestión de proyectos de inteligencia de negocio.docx,ACTIVIDADES FORMATIVAS,,actualizar,"Desarrollo de un caso aplicado con datos reales o simulados, evidencia de decisiones y sustentación ejecutiva.
Laboratorio guiado para producir un entregable verificable alineado con el foco de la asignatura.","Se agregan actividades prácticas trazables, manteniendo la orientación académica original.","gobierno de proyectos analíticos, KPI, priorización, valor de negocio",0.86
